gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
NA,105246062,-1.0292767136914382,1.2187839095627773,0.3427923365502063,0.43619618084697376,40,17,4,1.4963500762402988,0.5050738233906149,0.38327008094480236
Golga2,99412,-0.30353942384517607,5.872554007938728,0.3428463715684264,0.43623592652914156,742,780,177,16.40834578885997,13.69897956441727,10.025496025859391
Rtraf,68045,-0.3381351290618161,5.124143557075493,0.34287597970659034,0.4362445883579062,367,542,103,23.64845038454426,27.737584025490158,16.999868293933012
Nudt9,74167,0.33868666575031076,4.053638395658939,0.3432319166589493,0.4366684128888674,162,213,68,5.599512085477485,5.847193900702221,6.020267555643455
Klhdc10,76788,-0.30435399195275303,6.813959230638001,0.3433134840212943,0.4367431442672489,1503,1429,341,18.814118879764663,14.206590187141886,10.93329309350521
Zc3h14,75553,0.2794133577358258,6.361402273245639,0.3433517918445813,0.43676283713598657,908,975,328,5.46271864505244,4.658652544629629,5.054387522665514
Pxylp1,235534,0.3386901356935144,4.0537054195176605,0.3434303474484249,0.4368337214287138,208,166,68,4.286895583809636,2.7171923250317387,3.5897168331150864
Zfp969,102639505,-0.3425918324198908,4.578147596924491,0.3435816347472437,0.4369971028132031,279,340,70,2.934148905577129,2.83981196420015,1.885591862235737
Ormdl2,66844,0.6272574196944948,1.157049227765003,0.34404189434178056,0.4375534142808619,21,24,10,1.2353708814135638,1.121300531735392,1.506779746882453
Nmrk1,225994,0.5738546961757088,1.7442140466398517,0.34438587064253373,0.4379617722169224,40,30,15,2.2549284752613077,1.3431569231534894,2.1658867624654494
Mapk6,50772,-0.30193751341028907,6.283762576004093,0.3445631680484413,0.438158121379159,950,1078,236,21.123207386231527,19.03652787639572,13.440640619677426
Bag1,12017,-0.3204817252484409,5.963560686801427,0.344626756324843,0.4382098576967649,670,960,187,48.325507549326936,54.992767368134565,34.547365615363155
Cryab,12955,0.28329869590852225,5.795713406347706,0.34473353118382843,0.4383164973511556,572,700,222,27.322382739668413,26.555427827753984,27.16109188504046
4930581F22Rik,78934,0.6373272253730591,1.5034411104743404,0.344885156746392,0.43846769854723516,35,23,13,1.417779238036382,0.7399478703212214,1.3488250673383224
Plekhf1,72287,0.47514526033360077,2.3479626373932905,0.34490337657330006,0.43846769854723516,63,47,22,2.855104943443923,1.6916562012118828,2.553735511390718
Cers4,67260,-0.30659522155997465,5.3999301493765675,0.3449212005871759,0.43846769854723516,550,544,127,6.833749206887879,5.368191095447282,4.041771677571629
Hebp1,15199,0.43709346324758275,2.7157581444995498,0.3450675980613901,0.43862465809916135,70,74,28,4.786374883715236,4.0185845596827425,4.903863923936765
Azi2,27215,-0.30440342161824896,5.997147419616455,0.3451075561867922,0.43864630788028264,751,911,193,10.370766810154924,9.991300699070973,6.826529156391008
Cct2,12461,-0.32249339984842884,5.957343619030141,0.34538437468974403,0.43896899434959963,649,975,186,28.483448915734783,33.98483879309652,20.90896474740214
Evi5,14020,-0.30331629515586644,6.58544351771017,0.3454978699804044,0.43908407481468464,1173,1330,291,5.972427631027072,5.378203679840724,3.7950506912139246
Gapdhs,14447,0.4367467633989272,2.8140147088753524,0.34571044077025936,0.4393250440526948,92,62,30,5.573857447753636,2.9832691710357246,4.655442779595724
Glb1l,74577,0.4464797393093839,2.7092000214266756,0.3457853775183489,0.43939108906545593,73,70,28,1.2818826837483048,0.9762390630776909,1.2593752686811073
Dnajc11,230935,-0.3221897671917097,4.888259098993911,0.3460760783729414,0.4397312795530275,399,367,88,7.696821038719795,5.622601161222526,4.348033420266352
NA,105245984,1.0844520487012224,-0.26128476676831525,0.3463693514779706,0.4400454715689251,3,10,4,0.05996312471704525,0.15874341614372245,0.20478337726734405
Xlr4a,434794,1.0844520487012224,-0.26128476676831525,0.3463693514779706,0.4400454715689251,3,10,4,0.22769149073523892,0.60277921200284,0.7776017788903518
Brat1,231841,-0.45453034760232985,3.373881214618349,0.3466370485892324,0.4403563276447635,151,116,28,3.517434694717822,2.1460498485843034,1.6706244586454435
NA,118568273,-1.8512750203081612,0.20364837404660757,0.3468509308420182,0.44059878235296335,12,14,1,2.9484898093189527,2.7319902265219627,0.6293468942786811
Csde1,229663,0.29155823176890644,8.14882364830032,0.3469532531975902,0.44069950165501515,2907,3577,1138,58.19991273616799,56.875989123259075,58.35677350059652
NA,108168421,0.3890201725670545,3.54857989702874,0.34700311189587685,0.4407263368793189,156,104,49,1.0761308428482077,0.5697791334839748,0.8657814347099276
Apbb3,225372,-0.37273027187946867,4.1246172501793765,0.34702044975105517,0.4407263368793189,226,225,50,9.738634631488374,7.700250828264801,5.518630870999949
E130317F20Rik,414101,-0.761253191334034,1.7311012196533921,0.3470462141720825,0.4407298032493332,34,49,7,0.920224079570477,1.0532791248844062,0.4852710962282348
Ranbp1,19385,0.31311163603127307,4.72360800615822,0.34737161999158506,0.44111377217090314,247,354,107,28.207911309576037,32.10775636441606,31.298927939408774
Trpm7,58800,0.2774147838367106,6.397450545380453,0.3475950715801062,0.4413469535239183,956,975,336,10.285156623661468,8.330869925286928,9.258998271245488
NA,74363,-0.44815766450400263,3.3689734369910234,0.34760138204421287,0.4413469535239183,142,124,28,6.378865764759286,4.42394301817486,3.221698228883664
Tnfsf9,21950,1.0193918816882863,0.028908552443963485,0.3477343713388926,0.4414865114019265,10,7,5,0.6478040193576927,0.3601425198743999,0.8296317248147728
Sf3b2,319322,-0.31090642867240886,6.709281716280141,0.34798369932174544,0.44177374554594623,1175,1560,316,35.34086317043042,37.26461210722472,24.344344037853798
Crat,12908,-0.3249992053684112,4.85762086427883,0.348934002988559,0.44295078816216155,393,357,86,7.175636017462469,5.1768882168171855,4.02196243789731
Dnaaf2,109065,-0.7019606936210454,1.8603783180413782,0.3489763463595284,0.4429751499301305,37,54,8,1.0619781879582422,1.230949831520136,0.5881330268657409
Rnf20,109331,-0.29756315450022675,5.992202312932733,0.3491413960305118,0.4431552560867575,794,859,193,10.137295628365726,8.7101872965173,6.311471517639554
NA,102636848,0.7895649257939625,0.583036427467235,0.3495377605295731,0.4435994940443302,19,9,7,3.2039915258977185,1.2053494884035993,3.0234828265866627
Agrp,11604,0.7895649257939625,0.583036427467235,0.3495377605295731,0.4435994940443302,19,9,7,2.1421820514982426,0.8058941538920936,2.0214943116344197
Phc3,241915,-0.302161063264063,6.902229569948008,0.34981623961659136,0.4439234670414699,1574,1543,363,13.675369021845258,10.647140204681936,8.078163885951591
Spsb3,79043,-0.3532207288083079,4.270044768678602,0.3499146152586678,0.4439905958473635,264,234,56,8.267538853809691,5.819972006768842,4.4919204143946025
Tipin,66131,-0.4521334035569695,3.1577198036147074,0.34991554877867526,0.4439905958473635,105,124,24,4.465261009305145,4.188050951646305,2.6142101762345216
Rhebl1,69159,-0.8687141504919846,1.37791980612807,0.35004618106895885,0.44412689538411076,24,40,5,1.848934227221386,2.4473885979022674,0.9866245848549398
Tamalin,56149,-0.47020999014639436,2.986854111843067,0.3504387826715111,0.44456938007369834,89,114,21,3.2108693251649107,3.266406239369338,1.9405445950394928
NA,105245211,0.31604454571436263,4.735169997368104,0.35045841594697946,0.44456938007369834,353,250,108,3.1035472837043896,1.7456468550366875,2.432087103506879
2310022A10Rik,66367,-0.4576458466160161,3.1029544230230544,0.3504646401323155,0.44456938007369834,116,104,23,3.79261390795462,2.7005156847417555,1.9261060191835442
Maz,17188,0.2749289979340862,6.051091006132615,0.35058583044720915,0.44469362860955003,745,775,264,25.021961326236262,20.672809322934818,22.711232901439573
Pde7b,29863,0.28396044962783473,5.769051394429267,0.350935824657408,0.44510806318662166,541,708,218,9.524043525560206,9.89897174687262,9.82997262335625
Pcgf2,22658,0.3815692785282538,3.4630070778935376,0.3511320042588676,0.4453273656028711,116,130,46,2.2838565338067482,2.0327637287007954,2.3197456548321433
Papolb,56522,1.022804936158881,0.027396292573168207,0.3512509895457498,0.4454487428235455,6,11,5,0.24980786574460956,0.36373095625434526,0.5332078950242999
Rps10,67097,-0.39014853450171155,6.623620627752543,0.35153943354577377,0.4457849935068458,772,1852,286,127.53094462174813,242.98081205546876,121.01411181396658
NA,105247209,0.57832698817246,1.7414486898387442,0.3516183864632077,0.4458555628736532,27,43,15,0.4891276149884913,0.6186707659815408,0.6960194660240859
NA,105243585,-0.3561303755366112,4.112103436113348,0.35185754064230546,0.44611091357049937,216,230,50,7.1437237800222615,6.041314699223569,4.2355773306315045
Tex15,104271,0.6286969401385285,1.1562393780008764,0.3518663981964358,0.44611091357049937,18,27,10,0.10338860370339185,0.12316764843132409,0.1471200532080034
Cntrob,216846,-0.4188066035745034,3.532725212534026,0.352022790283371,0.44627962142139793,152,146,32,2.314857549466875,1.7659006208952193,1.2482522842854042
Cpd,12874,-0.3012451918437841,6.963568992403063,0.3522174503036403,0.44649681817130793,1575,1679,379,16.744728784894296,14.176890217367232,10.320683924925872
Hnrnpll,72692,-0.3147392279270176,4.991717945316774,0.3523382551799019,0.44662036811693806,371,453,95,11.521979168685585,11.17336789830199,7.5569837736239975
Mrpl18,67681,-0.337978508978173,4.634272951180146,0.35247315797092427,0.4467617708815962,267,377,73,10.387502482970529,11.648605840461439,7.2743542662167595
NA,108167775,-0.9653032103870594,1.170622798044888,0.3526615352052011,0.44695948912814554,12,43,4,1.033276074770182,2.940602375298103,0.8821995402986115
Ccdc13,100502861,0.5087873512889157,2.0430507653795287,0.35267586930265055,0.44695948912814554,45,43,18,0.802512347294473,0.6090323834470044,0.8222112651060188
Lrrc27,76612,-0.76224027725392,1.5286716201243877,0.35272595387598144,0.4469933551138663,42,29,6,0.8952041348775613,0.4909118410480084,0.32756368473300024
NA,668592,-1.2706419400860962,0.5531716928701821,0.3528023017503853,0.44706049668124526,22,12,2,1.96205646339648,0.8499684140652329,0.45686777293191155
Rps27,57294,-0.43658960187098833,7.054386886574782,0.3528797049912556,0.44710174554027216,899,2677,377,152.12669073576586,359.77155070982866,163.4025331141789
Kcnd1,16506,0.4345508464373743,2.665944701348675,0.3528815898920007,0.44710174554027216,73,66,27,1.0607694072056986,0.7616839110810081,1.004924879574023
NA,118567479,0.7638891857373269,1.0641226157391663,0.35291574396975356,0.44711541050015197,13,28,10,0.5949680753517549,1.0177498868322645,1.1722547983742133
NA,68173,0.7516742342773937,0.9321005672967211,0.3533569306442919,0.4476447165475228,25,12,9,1.3688824382037907,0.5218432975493356,1.2622354142989418
Cdr2l,237988,0.3540921660970094,3.78956401741365,0.3534066418320106,0.4476780507264207,180,130,57,4.296866895818101,2.4646512137486094,3.4851859905933247
NA,115487728,-0.6443170965028878,1.9707492604190067,0.35350708629204447,0.44774891864487937,58,40,9,1.7311072070664035,0.9481753985124427,0.688034457426141
Mlx,21428,-0.5742124503499338,2.4111217242800973,0.3535093903229785,0.44774891864487937,66,69,13,2.5153978866810336,2.0885485129395702,1.2690473214832159
Med29,67224,-0.5035002981016891,2.874796028215217,0.35375432575496346,0.4480294906116182,81,107,19,3.6186011296187144,3.796402003088961,2.1741074529627165
Sem1,20422,-0.40486931113341607,4.583731121803492,0.3538173206563863,0.4480796131929203,194,436,68,38.44446386814651,68.6200908569066,34.5153832365302
NA,115486423,0.6470412320052376,1.597945230756597,0.35437192494473146,0.4487522695060922,40,22,14,0.7081525742905781,0.3093301472949072,0.6348433737046958
Wdr59,319481,0.3036204234922127,4.729952049062005,0.3544424605159728,0.4488118859730051,335,268,107,6.18981292100665,3.9327852362910707,5.063935929429601
Mfsd14b,66631,-0.30564450992756914,5.245027926410302,0.3550336053409183,0.4495306710997148,467,515,114,13.02355300986368,11.406503844672832,8.143088620039203
Ccdc97,52132,0.31514312812076883,4.2104654388573355,0.35519862397935775,0.4497098512835529,201,219,75,5.903209449203927,5.108212677437167,5.641896396038886
Gm10371,100038654,1.18854546829956,-0.32048844809118043,0.3553813110746923,0.44991137595395275,10,2,4,0.6895830170625474,0.10953408218109723,0.7065099082476477
Rps16,20055,0.32620375036594396,6.2314904153902955,0.355586855608871,0.4501418094723123,563,1144,306,89.07315799566963,143.74647391171726,124.00282806685117
Gm5577,434064,-0.742083117866843,1.5124804204321114,0.3556136234103019,0.45014591179022867,42,28,6,2.8718249302291414,1.5205455090691458,1.0508279837007353
Bbs12,241950,0.3490779201295418,3.767533928788874,0.3557737465044325,0.4503090606551542,160,146,56,1.4781642796433792,1.0712437397360006,1.3251421123741012
Cluap1,76779,0.2951216625010477,4.623573689132123,0.3557895818702747,0.4503090606551542,277,285,99,3.529153508836526,2.8838214048641833,3.2307078228756603
Bcap31,27061,0.29419097069766975,4.889297541641933,0.355854378346537,0.45036127932956027,289,388,119,16.848260821734478,17.964770791947554,17.76952848771035
Rsph3b,100037282,-0.4407664127991458,3.363272396455728,0.35610648845674325,0.4506505353292459,124,141,28,7.475353345559575,6.750903092940356,4.32354297630856
Atad3a,108888,-0.34438705058201935,4.384457193058578,0.35619779495938686,0.4507362705660019,292,247,61,9.858309438791613,6.622916328853132,5.274983892503755
Abitram,230234,-0.3844273356554134,3.853940679140557,0.35635433330873184,0.4509045340384873,180,193,41,3.757569076883626,3.1998122572197962,2.1922497694719305
Mphosph8,75339,-0.3366898380815832,4.633315535217278,0.35648706359273136,0.451042652276136,285,358,73,6.2498414822278,6.235049268063453,4.100329055624998
Prokr2,246313,-0.8191004041031651,1.5747530864589796,0.3565321428084399,0.4510698597073253,36,38,6,0.6139887630974435,0.5147237877638974,0.262108364733768
Gm35021,102638463,-0.795030619197683,1.5562529070545104,0.3570793826493642,0.45173233458280115,23,50,6,0.8980352188094243,1.5504874594455071,0.6000514529719688
Kyat3,229905,0.5637363285808403,1.6567992986815547,0.35719834083047636,0.451852949098149,25,41,14,0.9284366765985251,1.2092855321104303,1.3317172449927512
Kank3,80880,-0.5208357819288555,2.6522453787538836,0.35727014129038626,0.45191389748175065,82,78,16,2.3227404436730965,1.7547455628365642,1.1608564547743008
NA,102638682,-1.5461410751253508,-0.026405276856146114,0.35731287404179357,0.4519380722576609,8,13,1,0.3663064986636252,0.4727490986936156,0.11728064476910952
Tedc2,72016,0.4339803178198952,2.612868235344067,0.3573496893551106,0.4519547598116956,65,69,26,2.755778057075884,2.323339587596829,2.8234229296267106
Gps2,56310,0.3840928760965202,3.1105471877218123,0.35745790026760055,0.45206173612400036,99,93,36,5.075192943648587,3.7864570247761122,4.727064976204889
Spata6l,381218,0.5310285700623751,1.863642772714853,0.35749456421917186,0.4520782218906421,40,37,16,0.5929321371573761,0.4355915469552516,0.6074865816803358
Scp2,20280,-0.3046372109453498,5.517190718221828,0.35763326358981895,0.4522237282574851,519,670,138,17.687840617935446,18.13489234177651,12.046426997737782
Slit2,20563,0.2768447351231876,5.354294623410138,0.35768398516915395,0.4522579756966311,426,512,163,3.4913973837100603,3.332670403396834,3.42175567148756
NA,102642832,0.4261387048261716,3.0813097166767123,0.3579682488120801,0.4525874912126828,119,67,36,2.702151570874102,1.2082874594112472,2.0938084772081393
NA,102638253,0.5076635933037815,2.04378941555247,0.3581124917089124,0.4527399434298018,49,39,18,0.29423031484008555,0.1859896015904591,0.27684427687104657
Casc3,192160,-0.2973700490405278,5.370524849323401,0.3582591158805472,0.45289538580393196,534,536,125,13.88516499727915,11.068972236402338,8.325139301655456
9530082P21Rik,638247,0.5325763977426803,1.8626370258636167,0.35872652681094225,0.4534563053299259,35,42,16,1.0770100347132798,1.0264403507615723,1.2610822018183818
Alg3,208624,0.4667271102898931,2.5343785113807002,0.3589511724082777,0.4536900932757669,58,68,25,3.9163147085610515,3.6466259948341135,4.323757288937504
Fads2,56473,0.2704850172394154,6.031917402130067,0.3589588999115957,0.4536900932757669,719,783,260,24.06564076563839,20.814358090255347,22.290181023368767
Nat9,66176,-0.46948034020935836,2.986315556583086,0.3590325134793948,0.4537343403417684,84,119,21,6.145273497317396,6.914194813889417,3.935074265279332
Lef1,16842,-0.4053019876296821,3.9691602645675608,0.3590462373241537,0.4537343403417684,157,250,44,3.385666157376218,4.281709606536132,2.4303502406719284
Zbtb10,229055,0.3133451470305765,4.230743367851215,0.35906505237624603,0.4537343403417684,210,216,76,2.7430573739535973,2.2407946993439447,2.542733807250797
NA,102640858,0.3273115067028464,4.061367028884981,0.3590900745478234,0.45373599236055373,208,169,68,1.233148552959133,0.7957405466372857,1.0326013386020183
