gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
4930523C07Rik,67647,1.876391375240405,1.1039710895212311,0.0031960472921012386,0.0075671294195981936,17,15,17,0.30682670803708634,0.21501473282905978,0.7858956209022596
Map4k2,26412,-1.0531720450597573,5.265379416965174,0.003207851108948444,0.007594137004146322,649,462,77,12.78295672999676,7.227054307730568,3.884624595211648
Tmed10,68581,0.8878664064380256,6.681601963232688,0.0032155655943749604,0.0076114581859676005,870,1105,524,24.007697795106957,24.217330105369914,37.03686839205997
Micos13,224904,-1.3575877039857143,4.1011448959373356,0.0032194052638466596,0.0076196042693194134,175,327,28,22.553018077903246,33.46933570603425,9.24264683941989
NA,105244533,1.242915086236594,2.9453736178595307,0.003219923197842096,0.007619887513211234,76,62,47,2.3188499347042746,1.5023926900857238,3.6730650349058678
Gm36012,102639781,-2.8181103372087115,1.844741283944654,0.0032212546694367207,0.007622095670335491,62,38,2,7.006515853503575,3.410568187216069,0.5789114288835255
NA,118568224,-2.440753749865013,2.036996803829705,0.0032376470594876992,0.007659935846318554,52,63,3,1.4200416819509747,1.3663784966775574,0.20984117608842917
Mocs1,56738,1.2970549599048837,3.034991476064013,0.003241128583325989,0.007667224676653826,91,53,51,3.2338622707760463,1.495852313321584,4.642180378689644
Vbp1,22327,-1.0577636286573262,5.2873263086943965,0.0032446849853755193,0.0076746888150809505,452,682,78,27.47012741773985,32.91844670550725,12.141953073379078
NA,667250,-1.7691184330641156,2.746320277997475,0.003246729950766453,0.007678576532511068,81,110,8,8.058602515653947,8.691607819697392,2.038620614595973
Slc36a4,234967,-0.9589848822179544,5.899193648913374,0.0032485579834770264,0.007681635823103008,852,868,127,14.444979870850613,11.687719819056845,5.5150921775681185
P3h4,66180,1.194917538074813,3.151329998984407,0.003248826482023182,0.007681635823103008,84,77,53,3.8085804992694023,2.7727281982128775,6.155047817856925
Susd6,217684,0.8986499701808827,5.690395339510571,0.003259566438276813,0.007706077432787627,564,428,266,10.573659408679063,6.372688680329678,12.773195463533554
Dvl3,13544,0.8674546017573257,5.349197026196744,0.0032623224016674534,0.007711303432868193,393,401,208,7.754809234852463,6.284281948181788,10.512684037304078
Gpatch11,53951,-1.1125471309159274,4.393952502433795,0.003262583039202844,0.007711303432868193,292,311,40,5.8592798108058215,4.956264742915164,2.0558578687099005
Gphn,268566,-0.9604783473736258,6.3735538163701175,0.003264609852663212,0.007715140848691358,1129,1272,177,6.829885900633935,6.111380702125586,2.7426126904862795
NA,115489701,2.158958963849312,0.5924929114167249,0.0032657184987429796,0.007716807711059582,12,8,13,0.5760246494772102,0.3049878440207759,1.5983610319421067
Selenoi,28042,-0.9580368134767367,5.829594613003548,0.0032765681118899453,0.007741488970707621,798,840,121,11.408394157890877,9.537479838695539,4.430764881906742
Alox5ap,11690,1.917822948076112,1.1619014629640492,0.0032820220726433548,0.007753417497948551,12,21,18,1.1514812273079933,1.6003966415720372,4.424047990550728
Carf,241066,-1.154672427870798,4.281640695190461,0.0032949453300607176,0.00778298629630268,263,296,36,4.400678083418605,3.9335826850755233,1.5429010016916382
NA,102638245,0.9142154853907482,5.495040865055707,0.0032988794925462926,0.007791317285629948,503,360,234,2.4249111799477427,1.3783613036889992,2.889451548899554
,319887,2.9371030583088236,-0.33052110707155574,0.003313744205868067,0.007825458885568222,2,5,8,0.04893143762007818,0.09715400424788043,0.5013253610950118
Zfp951,626391,1.4950796549708798,2.0341398839509552,0.003315746100865601,0.007829220060207523,33,36,28,0.417705919389663,0.3619027734142718,0.9077921638821408
Nat8f6,100504710,-6.942401099772238,0.6530878915923449,0.003326099772740073,0.007852698291193956,20,20,0,1.4101473001090645,1.1199463040400592,0
Wipi2,74781,-0.9715372163177411,5.792603024386335,0.003327077347701906,0.007854037124439304,851,746,117,19.332813288607085,13.459751588643007,6.808055172944163
Blcap,53619,-0.9629048892452021,5.548495578962462,0.003331114117312856,0.007862596398537734,687,657,99,31.710252593486707,24.08468965894118,11.704419185626858
NA,102638008,-6.941883967658168,0.6527841023231844,0.003342080394746731,0.007886534804229057,19,21,0,1.2776109954685442,1.121494260230854,0
Rnf39,386454,-6.941883967658168,0.6527841023231844,0.003342080394746731,0.007886534804229057,19,21,0,1.2784945438748156,1.1222698440899348,0
S100a3,20197,2.933544638548782,-0.329253949926413,0.003345308717068907,0.007893179391254088,5,2,8,0.147379829911429,0.04681993031127785,0.6039899912374619
NA,118567529,-7.232811100619297,0.8999703299364127,0.003356938402936221,0.007918666312831798,24,25,0,0.6896644799115801,0.5705574053364152,0
Iqcg,69707,-7.232811100619297,0.8999703299364127,0.003356938402936221,0.007918666312831798,24,25,0,0.4975929957342021,0.4116572287383555,0
Dnajc30,66114,-1.7689630259883047,2.746200020636369,0.0033583645649148466,0.007921053897992573,80,111,8,6.710356117760376,7.394542019519667,1.7187680698921224
Lpar6,67168,1.1870582204014528,3.289435739278926,0.0033604566980526863,0.007925011463557508,101,76,58,3.981894868095652,2.379659002587549,5.856904160369834
NA,74403,1.2028612492658624,3.516163035005491,0.003364781884858169,0.007934233645919565,130,75,68,3.5029136754301597,1.6050185885924415,4.693174513745867
NA,118568013,-7.1485907531871735,0.8258461554416401,0.0033654220888185787,0.007934765351246565,34,12,0,2.255082185450487,0.6321169323416285,0
NA,105243235,-6.9429201189305,0.6533916893365445,0.0033712258790592094,0.00794551179404285,21,19,0,1.1123045388448745,0.7992648909071953,0
Gm14288,13999,-6.9429201189305,0.6533916893365445,0.0033712258790592094,0.00794551179404285,21,19,0,4.774073452939332,3.4304897303656956,0
A830019P07Rik,329056,-6.9429201189305,0.6533916893365445,0.0033712258790592094,0.00794551179404285,21,19,0,1.1498612480911843,0.8262518877864479,0
Chmp5,76959,-1.109888639132924,4.5870403840780885,0.003374426723857217,0.007952076180263595,297,396,46,21.062790540185897,22.304236743141818,8.355818532201496
Tlcd5,235300,-1.3204713331915532,3.673730923703151,0.00337498369562874,0.007952409242421759,173,193,21,2.6081388784322748,2.3108653441124063,0.810915521044548
Cpt2,12896,1.5152282065423288,2.02242938427797,0.0033770115629686154,0.00795620763874874,35,33,28,1.4491513743674,1.085156482680517,2.9694461122391553
Fdxacb1,382137,-3.329922548123877,1.4251601702694354,0.003378428079566376,0.007958564940451055,37,36,1,1.8100080729906691,1.3986659724663182,0.12529983415503151
Zfp966,667962,-1.9091632488485775,2.484019031286744,0.0033906157738777787,0.007986292207509977,72,86,6,1.9536006098555025,1.8532519152743199,0.4169905802582673
NA,115488002,2.1316443048166405,0.7052058727884835,0.003391568485470077,0.007987320834173514,11,11,14,0.36171064575288264,0.2872724720400152,1.1791480844477893
NA,102635069,-7.2323642310075265,0.8996910029468596,0.003392304871086289,0.007987320834173514,23,26,0,0.42806116397725424,0.38431210203669974,0
NA,105244552,-7.2323642310075265,0.8996910029468596,0.003392304871086289,0.007987320834173514,23,26,0,3.2813838200485117,2.94601711062737,0
Ctso,229445,0.9386764475666926,4.4674700510159715,0.0033961316258288563,0.007995347163403901,212,213,117,5.947991553055189,4.746208428626514,8.407987400726602
NA,105246717,2.226839598015108,0.7516905002941561,0.003397895532801237,0.0079985156531848,16,6,15,0.9255663610703967,0.2756586027779932,2.2225449179639516
Actg1,11465,0.9669522815507676,8.972179754465413,0.003412959363119051,0.008032987021104294,3692,5686,2625,183.93866073127697,224.9836217354084,334.9749598580077
Kpna2,16647,1.0521194944129242,4.111780606447378,0.0034148294089296365,0.008036399886968111,128,195,96,6.111099585163522,7.393953641245829,11.739573863051199
Kif24,109242,1.0680921306242679,3.8152835429093312,0.003424556710529181,0.008058300767747488,144,118,79,0.7302456649754345,0.4752490127426988,1.0261368760418126
Ttll8,239591,-7.2928778995784445,0.9508663168921547,0.0034287996759809723,0.008067292695590745,31,20,0,0.4087688135158272,0.20944923425603493,0
NA,102636542,2.6070903976618567,-0.07231024958947302,0.0034451231672842984,0.00810370562572541,7,3,9,0.42121282990270753,0.14336974949677936,1.387131930246889
NA,105245768,2.6070903976618567,-0.07231024958947302,0.0034451231672842984,0.00810370562572541,7,3,9,0.4910606675938559,0.16714411314801175,1.617153807649041
Gm10790,100038577,-7.0090419525799845,0.7102320869154366,0.0034469893798423777,0.008106102237527559,15,27,0,0.8605556931679726,1.2302240356289094,0
Naa38,78304,-7.0090419525799845,0.7102320869154366,0.0034469893798423777,0.008106102237527559,15,27,0,2.817572308132976,4.027914989240599,0
NA,102637343,1.788934805615435,1.6428088332860675,0.0034479709459044215,0.008107414047927896,33,15,24,1.5451902802446293,0.5578173362278448,2.878398885093641
Abhd16a,193742,-0.9998429286486943,5.067494610245663,0.0034611949137713623,0.008137508268025003,497,464,69,20.665889471213738,15.32316276501989,7.3488352731926
Gramd2b,107022,1.0830917753733458,3.806516035251407,0.003467711768107953,0.008151828143409446,108,152,79,3.6988446604761513,4.13445858386911,6.930126096661127
Sun3,194974,2.9301723082486615,-0.32840891046851645,0.003482397456097261,0.00818534527364974,7,0,8,0.116606941611484,0,0.3413406884223355
Rex1bd,66462,-1.5964927458682527,3.5343341712219907,0.003484830910954983,0.008190058938619542,110,229,16,13.279178669761537,21.95567189843297,4.947322484056729
Mthfr,17769,1.0076956839486944,4.137291513929387,0.003486978187764764,0.008193312846035004,184,148,96,2.9153607103378407,1.862382617954256,3.895986245383218
NA,78042,1.7908748716848586,1.3069423679584071,0.003487071891771444,0.008193312846035004,20,18,19,0.5800307821611055,0.41459711165953905,1.4113877891364521
Klhdc4,234825,-1.596687290034946,3.1437751943968935,0.003500548651565605,0.008223968240472092,148,105,12,6.483756969254284,3.6533142605899274,1.3465359935219687
Smim10l1,381820,-0.9743260611841941,6.746494782093271,0.0035123228029004176,0.008250616597654229,1371,1754,228,48.72115574982373,49.50424448237846,20.75327698708311
Clk1,12747,0.8584103797765895,6.052355734319357,0.0035132789632282588,0.008251849546212407,671,619,336,21.142619769348954,15.490293585445261,27.117351154515607
Trim13,66597,1.0197762374971042,4.002205595764633,0.003513710826951642,0.008251850896288913,157,145,88,2.474267201503319,1.8148789718044689,3.552232033013197
Sharpin,106025,-1.2703829058878697,3.8157010584561086,0.003520154123101767,0.008265968193091078,188,216,24,10.440885146697935,9.527214449436668,3.413991371703531
Kidins220,77480,-0.9734781311172441,7.971917065370168,0.003520928435088234,0.008266771842992168,3572,3761,536,36.65044656366981,30.648122473387293,14.086539533060819
NA,118567558,1.0178254525478927,5.426335789519395,0.0035267194389898833,0.008277580097858553,518,277,232,2.3976730317538735,1.018292836169433,2.7505522035664804
NA,102637038,-6.980740906312692,0.6845298554653438,0.0035281276171032503,0.008277580097858553,26,15,0,0.781768929664914,0.35820285064322044,0
NA,115488472,-6.980740906312692,0.6845298554653438,0.0035281276171032503,0.008277580097858553,26,15,0,1.5960910134988398,0.7313214035845182,0
NA,118567979,-6.980740906312692,0.6845298554653438,0.0035281276171032503,0.008277580097858553,26,15,0,1.016802353856777,0.4658940613671468,0
Glb1l2,244757,-6.980740906312692,0.6845298554653438,0.0035281276171032503,0.008277580097858553,26,15,0,0.5697757334224463,0.2610685641174462,0
Mir376c,723856,-6.980740906312692,0.6845298554653438,0.0035281276171032503,0.008277580097858553,26,15,0,29.41632856274025,13.47842354280769,0
Stmp1,67705,1.1293568933227534,3.491504977308663,0.0035301386613776457,0.008281282860242581,92,115,65,7.6837897520105924,7.62813212236727,13.905054986037127
NA,102640824,-7.234163964938826,0.9008083252271998,0.0035542368477509676,0.008336792154961293,27,22,0,0.8872355353269797,0.5741568691431307,0
NA,102632975,1.8324945999806193,1.207873425764051,0.0035620577070761415,0.008352121696230966,15,20,18,2.2419392559337656,2.374079722849895,6.890913459936158
NA,100039210,-6.940824248198664,0.6521765492636031,0.0035620819025372224,0.008352121696230966,17,23,0,0.5759410804414806,0.6188561227407988,0
C130026L21Rik,330164,-6.940824248198664,0.6521765492636031,0.0035620819025372224,0.008352121696230966,17,23,0,0.8999471071969164,0.9670047793860577,0
Dynll1,56455,-1.108551636178449,6.750598627457532,0.003564583087264657,0.008356962162557859,1124,2072,212,54.49197010825041,79.7790150453409,26.32532659117281
Fzd8,14370,1.354449201870894,2.4856280799958106,0.0035777602635886454,0.008386827630879876,41,57,36,1.1922614202057809,1.3164222396262861,2.681401471858003
Smim18,72632,-2.452398041736577,2.047199484916371,0.0035809568742222364,0.008393292646636536,49,67,3,8.59046490390765,9.328850024463412,1.3471425412667983
1300002E11Rik,100043489,1.0164379563258699,3.9702454967070113,0.0035849065501917343,0.008401213291994036,145,151,86,3.5627585195937344,2.946646601462974,5.412383290796658
NA,118567565,2.0298634905455275,0.9388174862183566,0.003585214369368698,0.008401213291994036,17,10,16,0.9644914186751793,0.45059064127559234,2.3250973306995473
Wwp2,66894,0.8860398699624055,4.946569899837745,0.0035930994430058844,0.008418659275414105,303,296,159,4.493514647672643,3.4863257603588123,6.039658261143558
NA,546752,1.0268952016091106,3.9812777028372945,0.003595786055133132,0.0084239224431079,159,138,87,2.74693288876004,1.8934887619086371,3.84983295484537
Spindoc,68229,0.8621545519769845,5.5848091132685385,0.0035990580497446143,0.00842884916999694,500,434,244,2.192432710850055,1.5113975674080045,2.740424259251162
Trp53rkb,76367,-1.8913418958180994,2.468701922141083,0.0035991839432219343,0.00842884916999694,74,82,6,1.3746109420307144,1.2097472677087924,0.2854769417346595
Zcchc17,619605,-1.026195810485909,4.86822341185306,0.0035992106684197465,0.00842884916999694,387,451,59,16.25870611174972,15.048190429802508,6.34890364331913
Dalir,104940697,-7.015475219420637,0.7138079048184433,0.0036079482269752265,0.008447243444287445,27,15,0,1.2078641011968674,0.5329399653707868,0
H2-M10.2,333715,-7.015475219420637,0.7138079048184433,0.0036079482269752265,0.008447243444287445,27,15,0,2.6536408283870574,1.1708529542236983,0
Rbm22,66810,0.9763168446619812,4.286962928597931,0.003608886700014315,0.008447536813779431,165,207,105,7.7222352148829705,7.694176556327159,12.586937885573622
Phlda1,21664,1.2731974424720112,3.105794404404003,0.0036089565627885367,0.008447536813779431,53,100,53,2.6405062347664354,3.9567995380831587,6.7633039514188225
Haao,107766,2.915919211457233,-0.18752838563023008,0.0036171730132078046,0.008465733487670327,7,1,9,0.14305842175019493,0.01623110585565303,0.47111790195530767
NA,102635123,-7.231449939850605,0.8991323561947374,0.0036191030930547868,0.008469214711279016,21,28,0,2.6229825903184008,2.777581847760455,0
NA,100038739,-2.1887951579885536,2.1919261310894216,0.0036224739536252514,0.008476066302398427,74,54,4,2.5281643659960964,1.4652106491760046,0.3500300142336485
Dusp4,319520,0.9926545108028242,4.114898894334927,0.0036301739807597464,0.008493044604289096,158,171,94,2.6247952647753148,2.2561458837918145,3.999796618171355
Rab5a,271457,-0.9543036513643596,6.044330547076869,0.0036373495237234502,0.008508755738509398,877,1028,141,36.09654973413698,33.60407412782127,14.864726391262455
Sstr2,20606,-1.6904235266514067,2.836537733367312,0.0036377788083942334,0.008508755738509398,104,99,9,4.689164516025322,3.545112698284358,1.0393847688643278
Mast3,546071,-0.9430551972032908,6.453352531793882,0.0036399642812163925,0.008512826866216017,1271,1260,189,15.865106872644624,12.491100920236402,6.042699032122337
Gas7,14457,0.8973704348315228,8.877380188138263,0.0036406494823729113,0.008513388724791116,4302,4669,2398,39.43337769851855,33.989921927070135,56.30078620651812
Usp9x,22284,-1.0121196572034257,9.48297109807772,0.0036423639518000585,0.008516357019404928,9275,11814,1499,65.99817305743005,66.76482001456186,27.3206694333335
Lgr5,14160,-2.417594881555863,2.0166938944279496,0.003646207645431878,0.008524302404697962,60,53,3,1.2392294252709672,0.8693788227286131,0.15870603065231864
Trp53bp1,27223,-0.9430567575353402,6.548411389365935,0.003647179848766979,0.008525533542633917,1321,1385,202,11.973313112029912,9.969973781610458,4.689587030008409
Ccdc73,211936,-1.5611629585239364,3.1137348155944347,0.003650355553832633,0.008531914587280696,137,110,12,3.379848485783718,2.1552719187789173,0.7582800308347598
2810029C07Rik,100504687,-6.943994038473173,0.6539993101964273,0.0036524765337566105,0.008534786702536056,23,17,0,1.1452936362707704,0.6723116758643753,0
Il5ra,16192,-6.943994038473173,0.6539993101964273,0.0036524765337566105,0.008534786702536056,23,17,0,0.5791676411162229,0.3399836994407323,0
Pwwp4c,434797,2.6310759301688003,0.04616775896666784,0.0036566720269972843,0.008543546940107343,2,9,10,0.060136071512685685,0.21492171038593225,0.7701525653101289
Ranbp3l,223332,-1.833272656739527,2.801435230008246,0.0036623162994356044,0.008555689591831676,71,129,8,1.055187356534948,1.522627470942503,0.30453199344354087
Pfkp,56421,-0.9583572669475721,7.058280735070047,0.0036666345587229804,0.00856473190233754,1930,1941,286,15.968479247918715,12.754531339607237,6.060995906328768
NA,105242836,1.2213217301665331,3.0496361851644798,0.003672040469070041,0.008576312291835583,84,65,50,2.5422126754065744,1.5623512204104715,3.8759155541890786
Pcbp2,18521,0.853151762163354,6.466513610102716,0.003686118515650342,0.008608141774678139,837,883,446,20.83403351834198,17.4558629998078,28.435080859535315
Sh3bgrl3,73723,0.9403058011391143,5.047820993915893,0.003686843831457674,0.008608784845896958,246,387,174,34.841106655096446,43.53118800113785,63.12156972835261
Sort1,20661,-0.9682700338431605,7.9704424849799596,0.003688985215705595,0.008612733878230036,3653,3665,537,49.53142391633088,39.46733850295016,18.64992694567309
Bdnf,12064,-1.1266601575136448,4.439942351615575,0.003696481163797871,0.008629181809046446,265,360,41,3.8404145639699494,4.143501071247404,1.5219058944755237
2410004B18Rik,66421,-1.4890639193457051,3.526029613284266,0.003710590060351298,0.008661061318128752,120,214,17,6.832077030370422,9.676493344327392,2.47908911192749
Sap30l,50724,-0.9911916456624212,5.100828056721744,0.0037112346487356783,0.008661509213742343,463,521,71,7.43276287684941,6.642624927229185,2.919438587615806
NA,105244642,1.5497443636138706,2.1035865901898467,0.0037219257676868746,0.008685401355427854,45,26,30,2.3142216526631314,1.061936400342424,3.951713057098696
Plekhm3,241075,-0.9567354461963061,5.571934617876543,0.0037224902753561734,0.008685659321754838,710,655,101,7.510667126803987,5.502932508272503,2.7366121312861633
Fundc1,72018,-1.0064300413108054,5.031307380947753,0.0037249599439679736,0.008690361981214393,418,521,67,11.650377665352517,11.532784211955338,4.783108507305061
Anxa9,71790,1.6290129281416137,1.7917624601452655,0.0037268544499163255,0.008693721798372234,33,23,25,0.49081403276495555,0.2716837029213656,0.952389827783391
Bcas3os1,71489,1.1944864630767411,3.206450580227336,0.0037279093657092885,0.008695122503244643,94,73,55,2.91466392240516,1.797695836026061,4.368124715548017
Jkamp,104771,-1.150077709819563,4.238681492080141,0.0037286359677597067,0.008695757188096839,244,298,35,11.436050069670618,11.092647352443015,4.201709034057091
NA,115489007,-1.6028531726472224,3.031604233998468,0.003745361948205622,0.00873370020170849,135,98,11,3.770241705084941,2.173673050493364,0.7868642570258138
NA,442805,-1.3474346717202899,3.5590037844217894,0.00375142440293599,0.008746771033557676,180,157,19,1.9595020661618456,1.3573929639366704,0.5297836241388225
Asxl3,211961,-1.045245909859021,4.651249686391392,0.0037593185537074005,0.008764108917763335,361,358,50,1.2305258048140368,0.9691684569065525,0.43654119834359384
Fbxo5,67141,1.792894175574006,1.3058704176553666,0.003760017341182505,0.008764670052247183,16,22,19,0.6165554928001612,0.6732984116961624,1.8753291218030879
Ube2m,22192,-0.9628043173616813,5.83340039997325,0.0037611517081870124,0.008766246270281655,736,909,121,45.700651237229565,44.82715515998504,19.24427937859431
Klhdc8b,78267,-1.4965214401456288,3.1674295421920236,0.003761908120367635,0.008766941299268449,132,124,13,2.889453680403455,2.1557391625122038,0.7288813974683127
Ppp4c,56420,0.9449845892402999,4.3733120668275625,0.003764825925600508,0.00877267256540184,190,208,110,11.411747595327057,9.92189466394008,16.922438712826757
Lrrn3,16981,-0.9933705271902769,5.3060674939918675,0.003769310157499592,0.008781546746907665,499,640,82,13.793403889220224,14.05023545068438,5.805725099720834
NA,115489948,1.6509260564299744,2.473393884682719,0.003769552262183278,0.008781546746907665,69,19,40,1.6339039415476406,0.35732528707630024,2.4261024106532756
P2ry12,70839,-1.166507218004873,4.329505188299449,0.003800054035774057,0.008851525915079745,240,340,37,8.710197422531184,9.80005232852659,3.43945941625186
Rrp1,18114,-0.9721612379933897,6.220849472907547,0.003801339828708626,0.008853443084927833,924,1239,158,41.25991338492589,43.94003188558454,18.071122754120477
Chd1l,68058,1.2246487368623933,2.956029564152542,0.00380551194004801,0.0088620812985563,64,76,47,1.7365338754271133,1.637757506521492,3.266426212023094
Trappc6a,67091,1.4545891178099613,2.1587792215585826,0.003810004823872073,0.008871464317286647,40,36,30,4.706174786337386,3.3639015952061757,9.040678481294718
Sar1a,20224,0.8503268506853946,6.519194607764298,0.0038116769261486542,0.00887379277403015,877,908,462,23.91598754806609,19.66560421544781,32.2702558862313
Grem2,23893,-1.3469971618815701,3.8209369122722094,0.003811932410482088,0.00887379277403015,160,249,23,3.8572909299316334,4.767541489026823,1.4202407118657652
NA,102636868,1.7552708466438094,1.3994701905312272,0.003823721881312812,0.008900154593084918,23,18,20,3.878516057665659,2.4106989768071987,8.638522361676179
Shox2,20429,-1.2733290705418585,3.9285471220811736,0.003828799649174611,0.008910889634795992,183,256,26,3.1767939265793315,3.5294793067910093,1.1560670157882784
NA,118568544,-7.050674867410545,0.7430583839118804,0.003832014598898913,0.008917287195418743,30,13,0,1.9028715197038872,0.6548838557522381,0
Adgrf5,224792,0.8678862949464295,5.096893776660794,0.0038411881107914053,0.008937547382192868,322,346,175,3.361658016504634,2.8688409938468213,4.679585812608648
Uqcc4,214489,-1.1350924249683383,4.2263983823252715,0.0038558295523782246,0.00897052368988966,259,277,35,8.336335560783688,7.080891071491118,2.8854607855449954
NA,118567749,2.5876952101973054,-0.20340638700061212,0.0038580250832838123,0.00897344929716377,4,5,8,0.6864209079895975,0.6814488093365441,3.5163509013665997
NA,118567761,2.5876952101973054,-0.20340638700061212,0.0038580250832838123,0.00897344929716377,4,5,8,1.8893235671364161,1.8756382276399053,9.678499811043018
NA,105245338,1.1602959617634256,3.4736994945216924,0.0038593378224156946,0.008975411517719642,120,82,65,1.8681631431844885,1.0138649901213848,2.5919022493973203
Rgs2,19735,-1.0487810011698295,4.735831577291485,0.0038649436002577003,0.008987356089417912,340,425,53,10.99436878051135,10.914730929203968,4.38974164743136
B3gntl1,210004,1.24755439220425,3.3772942932366288,0.003866344036585737,0.008988566477632935,122,62,63,1.7156554375369426,0.6924599347714082,2.269250804807709
Cpeb1,12877,-0.9766785281000231,5.166556573567339,0.0038664037062101633,0.008988566477632935,527,501,75,8.970816353020627,6.773167212099512,3.270049468172993
NA,115486866,2.5866431976033413,-0.2029958505851917,0.003871683379249208,0.008998149261521376,5,4,8,0.39909829248369744,0.25357274808454167,1.6355791313165395
Cd300lg,52685,2.5866431976033413,-0.2029958505851917,0.003871683379249208,0.008998149261521376,5,4,8,0.17807497018214757,0.11314245238472048,0.729784392779964
NA,115489476,-1.8399860817879605,2.628713600276137,0.0038719365948939265,0.008998149261521376,107,68,7,1.2668675488811416,0.6394241979260109,0.21228396093216162
NA,105242433,1.5023232051444877,2.0812702774270737,0.003894024150788623,0.009048380383414954,41,30,29,0.6396194824448521,0.3716993505472058,1.1587974561321748
NA,102634630,-6.944562011449414,0.6543031332852839,0.0038975690916870386,0.009054418337936876,24,16,0,5.189342064401356,2.7476015992449456,0
Plxna4os1,319849,-6.944562011449414,0.6543031332852839,0.0038975690916870386,0.009054418337936876,24,16,0,1.223260308528345,0.647679790288227,0
Ubtd1,226122,1.3261882141501071,2.620484719853954,0.003900778755517317,0.009060774545260752,62,46,39,3.4590654529051474,2.038250899669236,5.573184309197219
Fam117a,215512,1.2607301597386382,2.768475332950704,0.0039012660618470314,0.00906080645318272,55,67,42,0.8100982446130638,0.7837589711742649,1.584513706576298
Ndst3,83398,0.8508464781606194,6.665136632097425,0.003925146513232301,0.009115163034066467,995,978,511,9.706603457889292,7.577322687911698,12.768409879552516
Pdk4,27273,-2.049383281582104,2.3639543232987843,0.003933568560375125,0.00913361253223996,82,63,5,2.310632326677407,1.409906337579536,0.36087658577231063
Tmed2,56334,0.8526046246372215,6.54594061443287,0.0039361019049462395,0.009138385844841208,848,970,471,38.46645166619187,34.945457402984225,54.72413302250933
H2ac21,621893,-2.58880523877061,2.166907492882303,0.003941538148573531,0.009149896796488397,33,95,3,7.398399544581427,16.915318025305503,1.7227283649840395
Akt1,11651,0.8491950660598098,6.432436447464245,0.003964551043354858,0.0092022024884761,867,814,435,28.007716445692083,20.884098310994016,35.993126164822584
Kcnk4,16528,-2.325532362116136,1.937093447828816,0.003981177624856879,0.009239673883598575,56,50,3,1.572981861322582,1.1154199621646086,0.215838369054005
Dis3,72662,0.9949611282067107,4.033152206096431,0.003988195598495493,0.009254838858218832,149,162,89,3.7078579008750103,3.2017288456674633,5.672813795897145
Eme1,268465,2.932095574779621,-0.3288314569889661,0.0039901960935447445,0.009258358217049671,6,1,8,0.24884952354865839,0.0329395971776488,0.8498597447036921
Gm6988,629595,-2.810447491159016,1.8394116140846128,0.003994522247829256,0.009267272240538032,34,66,2,6.603204722666397,10.180110715765329,0.9948956891591126
Arap2,212285,-0.9467687379582056,6.8097988771006115,0.0039960892540528885,0.009269783668500717,1512,1740,242,17.98946533697462,16.441764889098742,7.374855902728609
Pcdh7,54216,-0.9574810331970025,7.3055457786935065,0.0039984248326396694,0.009274077139398084,2175,2427,340,16.013003636793872,14.19109926705966,6.411566725611504
Dnajc16,214063,-0.9709423497739017,5.123779749497663,0.004000201439274517,0.009277073228804767,495,502,73,8.231683649841923,6.6300974328045745,3.10941036058932
Gm17546,102634389,2.3052229237137696,0.522201744149191,0.004010648192217242,0.009300173537958124,14,4,13,1.850818331393147,0.4199798640150222,4.402007896394905
NA,118567614,0.967419998176832,4.854111627977811,0.0040134161077831085,0.009305464177195131,335,212,154,1.8533891420947874,0.9315161503097735,2.1822989140098423
Brdt,114642,-1.2370250666022493,3.8984300524715674,0.004022509228562939,0.009324292311480138,227,200,26,2.3009831400779532,1.6100905298211081,0.6750448612869362
Bbs9,319845,-1.0073593011446742,5.093826216991438,0.004022511301884548,0.009324292311480138,423,559,70,9.958376300092732,10.451838590159479,4.221024899444723
Pcdhb7,93878,-1.5854132178638982,3.1344646966400935,0.004040024765810815,0.009363754554119723,101,151,12,2.8029995819908926,3.328214643979857,0.8530109645214754
Dtna,13527,-0.9532045927250822,7.3559678741422685,0.004043138186391541,0.009369835625027781,2363,2398,353,19.35518872303078,15.599676349783339,7.405938518177312
Drosha,14000,-0.9320754747733867,6.197881654711287,0.004049531111366677,0.009383514442749015,1027,1087,159,21.20247573257556,17.822901048571307,8.407850170032438
Sh3bgrl,56726,0.8733882749486068,6.245718486330053,0.0040515244212187985,0.009386996458122944,626,844,386,21.47739861809271,22.997599775062373,33.92082118189778
NA,115490206,1.8745955762110738,1.1048383008187617,0.0040785827645863065,0.009448543895729484,20,12,17,1.270237124119131,0.605297349703113,2.765511287391698
NA,118567610,2.287299630220339,0.1930570083458301,0.004094738939482554,0.009484823260183984,8,6,10,1.1548980855492632,0.6879195398703034,3.6976464411625773
Tnfrsf13b,57916,1.882456849796659,1.016526988063644,0.004101810581694844,0.009500053487418891,14,16,16,0.46602883746334456,0.42299716717763436,1.3641949784980238
Zfp946,74149,-1.2559507178692249,3.803731415783368,0.004105617755058026,0.009505793282156779,185,215,24,5.71808458891112,5.277764746008348,1.900035858711749
Armcx1,78248,-1.0766707119033245,4.932772892433733,0.004105671496007395,0.009505793282156779,347,537,60,8.394618798237525,10.317595823867805,3.7178722546149836
