gene_id_ms,gene_name_ms,gene_name_hu,gene_length,mean_rpkm,max_rpkm,sd_rpkm,x38533_subq,x38533_acral,x38534_subq,x38534_acral,x38536_subq,x38536_acral,x38537_subq,x38537_acral,x38538_subq,x38538_acral
207157,NA,NA,1560,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
20716,Serpina3n,SERPINA3,2229,214.0010421473476,484.85534360512037,163.261200149434,28393,16585,4860,55754,9628,10664,19919,825,39167,32553
207165,Bptf,BPTF,13184,7.2382606275372865,10.962277721267776,3.0976846187794953,5871,4280,1564,5191,3945,4647,8365,3603,6997,5329
20717,Serpina3m,SERPINA3,1660,30.21063196660323,91.4557077209654,31.209486229194706,3896,2182,492,7832,863,854,103,10,3274,2461
207175,Cetn4,NA,1059,1.0694220445898364,1.677407621617779,0.6105427754949929,68,89,0,72,25,29,66,21,86,80
207181,Rbms3,RBMS3,14023,6.731964985143871,9.956775266635036,3.170471825303989,4488,4474,872,7203,3946,4728,8263,2858,5695,7302
207182,Ggt7,GGT7,3005,1.7592984090041628,3.979882113836547,1.4923308709920744,149,161,0,459,159,160,627,27,579,279
20719,Serpinb6a,SERPINB6,2096,26.18877229049664,33.8579348627353,6.811458836805561,1752,3679,2718,2220,4406,4111,4464,2444,3431,3438
20720,Serpine2,SERPINE2,2555,272.28635922643554,593.9169217974649,196.56539497815677,26607,45398,1372,54258,18592,21478,58031,3200,73465,33246
207209,NA,NA,3121,NA,NA,NA,20,0,0,0,1,4,6,0,1,0
207212,Arhgef17,ARHGEF17,10250,5.277451851239618,9.47022924577809,3.1384292961269553,3715,1877,687,1658,2447,1729,6106,2067,4401,2963
207213,NA,NA,2302,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207214,Larp4,LARP4,7251,20.558109173627628,31.33793535919151,6.148509719808247,4984,9197,6288,7022,7759,8340,12332,6591,11001,7813
207215,Fbxo40,FBXO40,6061,1.8177296758783277,10.32410373690645,3.5084314999399213,201,0,3196,7,1723,3592,673,1,445,56
207227,NA,NA,14008,NA,NA,NA,0,0,12,0,13,0,4,2,4,20
20723,Serpinb9,SERPINB9,5326,1.9629268027919067,3.207306528656043,1.0817997845768812,368,934,322,323,981,573,991,116,827,653
20724,Serpinb5,SERPINB5,2700,17.81893821340432,120.0630578598148,42.0287678170515,38,0,0,0,3,0,5,22335,1,3513
20725,Serpinb8,SERPINB8,3357,7.880996731906524,16.079111416901828,4.272301872667421,1025,1407,125,1306,577,625,1200,3719,1514,1795
207259,Zbtb7c,ZBTB7C,5765,1.6119300976257949,4.395741400997613,1.5775595635433617,196,1032,40,34,137,174,368,1746,209,827
20726,NA,NA,2747,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207278,Fchsd2,FCHSD2,4558,7.6001511709305305,12.229948341352904,3.4728761052158488,1407,3049,367,2297,1407,1509,2072,1224,2023,2657
20728,NA,NA,1266,NA,NA,NA,0,45,0,0,7,13,3,19,8,3
20729,Spin1,SPIN1,24554,3.812641022541678,5.610992694566806,1.548772396150062,4073,3829,1339,6305,3407,4388,8399,4707,6670,5777
20730,NA,NA,422,NA,NA,NA,0,0,0,0,2,0,6,0,3,13
207304,Hectd1,HECTD1,9210,19.799768376667107,24.399599121157927,3.971761400495416,7862,9763,7624,9256,7467,11350,13147,15483,10727,6914
20731,NA,NA,393,NA,NA,NA,0,0,0,0,8,5,4,0,7,13
207318,Gm4750,NA,2197,2.429106699108283,3.6615440551637337,1.0911959571846706,286,321,37,415,174,215,335,271,209,469
20732,Spint1,SPINT1,2503,4.257102069145943,29.857211852327524,10.436220848531825,0,17,0,0,4,0,11,5149,2,587
20733,Spint2,SPINT2,2213,6.1681717382388745,36.68179782322662,12.541222404917619,10,249,189,5,145,240,99,5593,97,933
207352,Sec23ip,SEC23IP,4586,10.407971045034389,13.723804560468322,3.090423252623514,2650,2560,1045,2619,1782,1968,3571,2366,3047,2911
20737,Spn,SPN,5045,0.7624660770063606,2.7831817536323857,0.86437743806026,129,768,43,38,90,252,216,99,243,137
207375,Fam120c,FAM120C,9648,2.7276682912762182,4.485210739374002,1.1710322075054498,1271,1169,1142,1294,1267,1357,2584,644,2095,1124
20738,NA,NA,809,NA,NA,NA,0,0,0,0,0,0,0,0,0,8
20739,NA,NA,8643,NA,NA,NA,193,46,178,24,15,12,132,4,30,89
207393,NA,NA,8723,NA,NA,NA,70,59,0,77,20,38,122,10,125,35
20740,Sptan1,SPTAN1,8132,70.99760041814764,112.11181957231906,32.61369045734695,26032,32458,6734,37977,20084,21720,52198,18889,44138,32325
20741,Sptb,SPTB,10394,2.49906240820608,9.314798327189505,3.1635601023366897,1349,49,4945,173,3868,8176,1913,182,1999,101
20742,Sptbn1,SPTBN1,16124,45.18063668570783,74.87305534222803,20.32882254701329,30436,41335,15948,38673,27537,25548,66323,16867,58447,47730
207425,Wdr11,WDR11,4917,6.095677834814602,8.531901559838778,1.5538796382518991,1450,1382,1108,1625,1228,1387,2310,1319,2031,1795
20743,Sptbn2,SPTBN2,9876,3.4327969734346975,21.67107004057494,7.4990004791625555,358,41,60,73,66,147,163,14746,90,2426
20744,NA,NA,56612,NA,NA,NA,1264,606,882,1399,1219,1555,2344,1853,1617,1520
20745,NA,NA,6721,NA,NA,NA,13,48,0,8,2,3,11,25,0,0
20747,Spop,SPOP,3082,23.01778385434529,29.8975574930168,5.426226970751493,3354,2915,3122,2939,3352,5647,5366,3645,4461,5263
207474,Kctd12b,NA,4901,2.3953326174809204,3.161747243403244,0.8700752666700123,388,774,409,795,430,364,801,282,736,911
207495,NA,NA,4579,NA,NA,NA,23,0,29,0,4,3,8,88,7,22
20750,Spp1,SPP1,1658,125.19803503999316,305.4586585289877,109.24128113234958,12737,27701,35,4708,10855,5188,17618,146,6252,21240
20751,Spr,SPR,1226,12.759420893942938,15.458763753787235,2.4137417288967913,589,723,968,734,775,792,1144,771,882,1044
207521,Dtx4,DTX4,5812,22.93923005846065,42.833848966462334,15.032643730363581,6340,3778,519,12843,4472,3375,12878,2356,10051,8684
20753,Sprr1a,NA,790,52.034444640890726,396.1220480084196,139.20934801048898,0,0,0,0,24,6,3,21561,1,932
20754,Sprr1b,NA,859,15.48754824121479,111.58378996546585,39.067208600805934,0,0,0,0,0,0,0,6604,0,622
20755,Sprr2a1,NA,3547,10.066070398776995,63.15453108558878,22.295885597469514,0,0,0,0,0,0,0,15434,0,3623
20756,Sprr2b,NA,755,1.1029681061090268,8.823744848872215,3.1196649090487054,0,0,0,0,0,0,0,459,0,0
207565,Camkk2,CAMKK2,9579,7.231617944476314,13.455829106813717,3.539364468743398,2861,7050,1120,4668,2044,2603,3854,2286,3114,5235
20758,Sprr2d,SPRR2A,688,2.9459011735298954,22.108539400053363,7.759681167460678,0,0,0,0,0,0,0,1048,0,59
20759,Sprr2e,NA,648,0.8231321125938724,6.585056900750979,2.328169194510144,0,0,0,0,0,0,0,294,0,0
207592,Tbc1d16,TBC1D16,7135,3.224882863684949,5.1761834263983495,1.3911265471205416,1258,1155,711,851,969,1260,2064,543,1788,1547
207596,Thsd4,THSD4,9371,0.782385001294678,1.59591179635362,0.5062630773102491,337,818,99,225,140,91,214,600,211,780
20760,Sprr2f,NA,614,0.18024311499595932,1.4419449199676746,0.5098045155033182,0,0,0,0,0,0,0,61,0,0
207607,NA,NA,5660,NA,NA,NA,83,60,27,25,22,6,134,4,198,38
20761,Sprr2g,NA,651,0.508168142203649,4.013088377397381,1.4163196878724702,0,0,0,0,0,0,0,180,0,2
207615,Wdr37,WDR37,9801,2.414562921543101,3.0762191258812126,0.6499048670403351,1326,1451,1259,1188,1132,1559,1738,664,1307,1217
207618,NA,NA,4032,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
20762,Sprr2h,NA,752,3.0609903478751845,23.334347851846964,8.201613338801987,0,0,0,0,0,0,0,1209,0,51
20763,Sprr2i,NA,616,0.17965791007714127,1.4372632806171302,0.5081493060373983,0,0,0,0,0,0,0,61,0,0
20764,NA,NA,673,NA,NA,NA,0,0,0,0,0,0,0,21,0,0
20765,NA,NA,639,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
20766,NA,NA,1222,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207667,NA,NA,5416,NA,NA,NA,0,29,0,0,0,6,0,0,2,0
20768,Sephs2,SEPHS2,2181,8.834376996304448,22.936392503853597,6.366536170215085,420,871,2555,466,556,485,847,1998,667,786
207683,Igsf11,IGSF11,3631,7.896711413782711,16.449113742363743,6.297125915170529,911,819,25,2694,319,686,3757,324,2481,1488
207686,NA,NA,5619,NA,NA,NA,39,120,16,59,37,55,62,31,43,20
20770,NA,NA,911,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207704,Gtpbp10,GTPBP10,3030,2.3491750593836755,3.0540173948091414,0.5416589930089225,314,299,272,364,289,409,579,371,448,477
20771,NA,NA,783,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207728,Gm45837,PDE2A,5841,3.5028001837296303,6.560630689190192,1.6863824182575802,802,2096,1331,757,1642,1161,1211,252,990,1354
20773,Sptlc2,SPTLC2,6710,5.781448446497774,8.794756933221418,2.093134474624818,1546,2606,787,2071,1948,1548,3254,1839,2857,2032
207740,Ubald1,UBALD1,3396,5.111278530538069,6.79393851807371,1.2961944991152141,885,690,584,672,686,917,1146,1318,1117,1249
207742,Rnf43,RNF43,4538,0.29717096577092816,1.563981368410343,0.5310252877036536,0,54,0,0,19,42,29,489,18,110
20775,Sqle,SQLE,2748,11.780693755745148,30.274477800190848,8.8269894585009,602,908,131,1837,867,1071,2296,5732,1778,2005
20776,NA,NA,4002,NA,NA,NA,0,18,47,0,8,16,0,25,3,16
207777,NA,NA,10800,NA,NA,NA,113,42,0,2,30,27,20,27,15,7
20778,Scarb1,SCARB1,4137,9.806111326381863,16.40453655890687,3.554377705259163,1311,3712,1306,1914,2046,1910,3364,1769,2210,2316
207781,C2cd2,C2CD2,12174,2.377035654820558,6.089824802432566,1.6136030023450598,676,747,1771,886,1271,1195,1800,5108,1309,1225
207785,Csrnp2,CSRNP2,5635,2.1145318312363757,3.581267522035211,1.0843725304430984,572,301,292,924,439,500,1085,352,977,626
20779,Src,SRC,4506,18.90821886585405,27.059372218550777,9.853154816599455,5308,4737,187,5687,2994,3098,7009,2048,5903,5722
207792,BC034090,KIAA1614,11029,1.7442148930018173,4.8097525679860045,1.496215601467219,2333,627,105,782,973,580,1673,315,1365,753
207798,Gramd1c,GRAMD1C,4777,1.3131152005598337,3.454557540530592,1.0203121199911735,430,143,56,228,122,292,262,1137,249,380
207806,Usf3,USF3,12869,3.634468426679249,5.037673051797874,0.9418197198706705,2423,2063,2012,1919,2277,3747,4078,2277,2974,2673
207818,Smagp,SMAGP,1464,8.273147128946945,24.71544357346098,7.556241151241436,274,574,483,252,219,227,287,2493,227,1199
207819,NA,NA,5778,NA,NA,NA,0,0,0,2,3,14,18,4,10,0
207839,Galnt6,GALNT6,5969,4.0482418179172805,9.1044851113943,2.756174446812781,646,705,48,2014,374,499,1590,1512,2631,1422
207854,NA,NA,916,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
20787,Srebf1,SREBF1,4905,18.79083197133058,30.340791934567633,6.158312113166689,3143,8140,6315,4637,2692,3464,5325,3929,4413,4157
20788,Srebf2,SREBF2,5541,17.683722127741,26.51583888768144,7.5227345147374205,3965,4262,806,6335,3164,4289,9242,7310,6738,4999
207911,NA,NA,2189,NA,NA,NA,37,0,17,0,22,50,32,0,10,4
207920,Esrp1,ESRP1,3969,5.773070059980938,38.766174207891794,13.58161580044862,0,0,0,0,0,4,0,10601,0,1731
207921,NA,NA,6898,NA,NA,NA,132,28,73,49,58,52,107,36,46,27
207932,Urb1,URB1,7376,1.854296557264795,2.358221856704835,0.4378955837331272,765,784,784,607,782,596,1033,705,757,487
207952,Klhl25,KLHL25,3851,3.637897334307229,5.9912270078884236,1.5040987353481392,414,634,294,1025,321,577,1135,815,1117,735
207958,Alg11,ALG11,5130,2.2157706966225783,3.5070092449712167,0.8277479385219663,462,462,239,744,445,601,953,657,871,600
207965,Vcpkmt,VCPKMT,3971,0.8933189401603816,1.7324697570819263,0.440170730487245,134,273,105,64,174,120,204,474,149,226
208043,Setd1b,SETD1B,9008,4.338830210154066,6.3903950212608125,1.6392695571406006,2487,1915,743,1708,1658,1857,3621,2239,2463,1912
20807,Srf,SRF,6562,4.675755440035065,5.489733183160307,0.6258332797787839,1345,1350,1515,1346,1732,2213,2266,2056,1734,1926
208076,Pknox2,PKNOX2,5168,2.376610998789183,4.889079025689485,1.3150068821108665,293,1382,516,490,477,717,772,350,476,1149
208079,NA,NA,718,1.1759653812205382,9.407723049764305,3.326132382006664,0,0,345,0,28,0,0,0,0,0
208080,NA,NA,11984,NA,NA,NA,132,54,98,40,49,27,138,40,39,15
208084,Pif1,PIF1,4807,0.8839513202435939,2.1463380867767454,0.740765431785396,293,54,14,388,260,284,649,135,190,138
208092,Chmp6,CHMP6,2066,8.094671758055274,10.580347661837148,2.356601565722614,781,531,559,1110,745,951,1375,914,1028,1029
208098,NA,NA,2518,NA,NA,NA,0,57,0,0,0,0,0,163,0,1
20810,Srm,SRM,1328,17.545931840976024,27.11036925665536,6.519891330924635,1008,1045,441,1378,1167,704,1692,1088,1743,1784
208104,Mlxip,MLXIP,8548,3.1970452353164656,5.615233920892831,1.5773475999292674,2111,1720,2265,582,1620,1949,1683,1102,1245,887
20811,Srms,SRMS,2547,0.42646715141226327,2.7181701665752223,0.9279034201432138,18,12,25,1,16,12,20,477,6,11
208111,Zfp976,NA,6679,0.5804855465503904,1.4400350307946392,0.4724787020625561,423,115,131,124,272,81,317,86,353,44
208117,Aph1b,APH1B,6950,1.397649450655211,1.9496432731610462,0.40332991113441014,331,297,418,633,314,423,774,686,656,499
20813,Srp14,SRP14,790,24.730779735976505,36.94461893637519,8.038932663203598,907,1113,459,1087,881,942,1350,815,1413,1340
208144,Dhx37,DHX37,5174,3.0280396203984536,4.65825838088334,1.1836052592865167,1060,939,300,779,577,591,1228,589,1003,841
208146,Yeats2,YEATS2,10541,7.621700196052307,10.575641626351091,2.6668955240002647,3910,3839,1413,5270,3393,3568,6543,3887,5397,4815
20815,Srpk1,SRPK1,5931,6.790429395907105,13.667291613400968,3.3475592925520616,2056,1662,613,1441,1789,1434,2553,5585,2009,2468
208151,NA,NA,7997,NA,NA,NA,0,192,0,7,2,7,0,89,0,158
208154,Btla,BTLA,4868,3.2759628033936687,5.436839893213211,1.827957214510136,1164,1253,0,751,484,937,886,523,884,1394
208158,NA,NA,3274,NA,NA,NA,22,0,0,32,13,0,30,46,37,18
208164,NA,NA,1531,NA,NA,NA,17,0,0,7,7,0,3,20,4,6
208166,NA,NA,2663,NA,NA,NA,7,18,42,6,4,9,20,3,10,13
208169,NA,NA,3879,NA,NA,NA,0,0,0,0,4,0,0,0,1,0
20817,Srpk2,SRPK2,10560,5.338828156211924,7.5150100060656495,1.9155800621711219,2778,1922,1079,3515,2281,3282,4440,3131,3842,4002
208171,NA,NA,10910,NA,NA,NA,9,74,0,9,24,2,25,16,18,7
208177,Phldb2,PHLDB2,17930,1.7088679523457706,3.221050695642047,0.8526534435075196,2540,1763,663,1040,3394,1479,3057,1446,1428,1347
20818,Srprb,SRPRB,2991,11.008974630935171,17.755045290502856,4.458921433341948,1319,1735,701,2222,1369,1032,2814,1312,2571,1648
208188,NA,NA,5842,NA,NA,NA,0,0,0,0,0,0,3,6,0,0
208194,Exog,EXOG,3965,1.4754383958055286,2.269346421268873,0.7041632580162592,349,302,124,392,286,135,566,171,415,192
208198,Btbd2,BTBD2,2461,12.576324293419196,18.397764566657322,5.006333688002018,1873,1240,910,1785,1029,1172,2462,773,2192,2016
20821,Trim21,TRIM21,2790,2.7788436642220566,5.0719886905598255,1.2750832492888176,351,774,208,368,233,377,539,192,508,402
208211,Alg1,ALG1,2012,7.551539504154932,10.122436462013514,2.8109579466210466,814,1087,491,876,666,569,1252,419,986,601
208213,NA,NA,5113,NA,NA,NA,6,29,0,0,10,3,6,6,4,0
20822,Ro60,RO60,8732,7.072408358526118,10.774838641804873,2.701450713104717,2087,3689,697,3934,1714,2827,4286,4063,4555,4001
208228,Mob3a,MOB3A,2838,10.291548346901003,15.415218520244588,4.588835733251465,1440,2119,214,1654,1177,1075,2053,1040,2118,2025
20823,Ssb,SSB,2096,21.089283057690512,28.568869674679714,6.4880567564518845,1355,2417,939,2841,1759,2251,3206,3024,2899,2965
208258,NA,NA,1707,NA,NA,NA,0,0,0,0,0,4,2,9,0,2
20826,Snu13,SNU13,1257,27.31184611996256,36.82499526713774,8.063859994682948,993,1880,894,1856,1430,1568,2663,2214,2241,2555
208263,Tor1aip1,TOR1AIP1,4738,12.212995040924149,16.72757029693648,3.8400878244747,1876,3991,3813,2755,2340,3907,4100,1875,3837,2798
208266,Dot1l,DOT1L,8858,6.014914509599703,9.56682544414037,2.204935733443184,3727,1838,1711,2984,2024,2906,4546,2324,3067,2775
208285,Cyp4f17,CYP4F8,3165,0.9807343245974744,2.8879952316914186,0.8484070986200096,402,58,188,39,113,95,227,178,132,75
208292,Zfp871,ZNF700,11116,6.488632511824553,9.710844238954124,2.4584295454413256,3580,2764,1795,4447,3045,3802,6716,3634,5226,3309
20832,Ssr4,SSR4,922,36.58401233231416,48.364020696228856,9.429740828655003,858,2439,1296,1825,1116,1208,1723,2627,1998,2246
20833,Ssrp1,SSRP1,3200,22.2947744831284,32.81645650019901,9.075227461504056,2839,3215,868,4456,2859,2705,6430,3720,5084,4869
20834,NA,NA,1236,NA,NA,NA,0,0,0,0,0,0,0,9,0,0
208366,NA,NA,2821,NA,NA,NA,53,90,115,50,60,82,132,148,100,136
208372,Asb18,ASB18,2636,0.2251616354325912,1.47065111790668,0.511089608936769,1,0,198,0,55,153,43,0,8,0
20840,NA,NA,6930,NA,NA,NA,6,40,42,0,23,26,15,24,14,26
20841,Zfp143,ZNF143,3104,2.8206773228937245,3.5268767074195737,0.8414433678723638,411,517,143,552,247,347,644,548,530,506
20842,Stag1,STAG1,25284,2.063795665317598,3.0532365591172432,0.6648950580467905,2248,2683,1386,2933,2496,3366,4856,2517,3518,2757
208426,NA,NA,1579,NA,NA,NA,42,0,0,0,28,0,11,0,13,0
20843,Stag2,STAG2,7131,13.282787475449183,17.304175164293703,3.02323082417751,2901,5278,3024,5168,3545,4743,6589,7471,5974,5840
208431,Shroom4,SHROOM4,11579,4.2252043441958,6.423743456304128,2.122885199931344,2303,2433,574,3687,1736,2025,4486,1068,3601,2977
208439,Klhl29,KLHL29,7048,0.712595188973607,1.0871981390805254,0.23638102880678957,217,291,212,165,291,255,482,184,316,336
20844,Stam,STAM,3916,5.717607738599249,9.177886571638764,1.983954588401338,879,866,793,1315,985,929,1857,921,1740,1379
208440,Dip2c,DIP2C,8237,10.863021651505576,17.25263733197259,5.149425570669162,4484,4805,1021,6568,2916,3698,6956,2418,6880,5346
208449,Sgms1,SGMS1,7756,4.328957185677836,6.293829592058313,1.1830866872353796,1708,2670,1223,1086,1260,1689,2038,2669,1809,1614
20845,Star,STAR,4046,0.8481205408102113,1.8938612388491463,0.5500638670019634,337,76,108,208,112,111,274,92,237,98
20846,Stat1,STAT1,5783,17.033514554574406,64.31683634757894,19.77694609406264,1750,20344,1571,3610,2397,4336,4715,1501,5581,3736
20847,Stat2,STAT2,4476,5.271971962856801,12.270192312999907,3.410009497963327,1267,3004,574,658,970,1264,1719,471,1394,1064
20848,Stat3,STAT3,4601,40.20289036650135,50.30321566050003,10.785395639568755,8005,12220,5630,11376,6557,8280,13704,7561,11205,10851
20849,Stat4,STAT4,3208,0.3872273578739521,1.3563885547378065,0.42394338134411524,78,238,0,30,37,136,53,34,58,41
20850,Stat5a,STAT5A,4583,3.3602375635322295,5.933927851180348,1.3419617264975963,672,1019,1389,385,671,837,1133,626,652,827
208501,Ndufaf8,NDUFAF8,494,5.986568284432789,11.216293360170207,2.657496687122896,126,78,283,133,143,174,154,232,184,96
20851,Stat5b,STAT5B,7954,4.369880376042536,8.77533734144891,2.1222564292473565,1344,1557,3565,1257,1903,2827,2776,930,1891,1657
208518,Cep78,CEP78,2765,2.5011622534403464,3.5762082981526606,1.0446005717776496,349,287,70,485,301,380,622,340,438,441
20852,Stat6,STAT6,3805,12.608380616590239,18.018478907116698,3.6972785917910382,2207,3750,1043,1944,2098,1659,3158,3283,2650,3196
20853,Stau1,STAU1,3860,16.9351997674908,20.650168262804453,4.463158127422439,3186,3556,1790,3871,2697,2638,4695,2904,3859,4640
20855,Stc1,STC1,3743,3.1352727657205968,8.407083781082374,2.667958349369891,325,1259,261,422,729,371,398,236,434,1850
20856,Stc2,STC2,1793,0.6952590953717388,2.2942658865001353,0.6739080437661662,11,225,59,49,43,27,49,57,26,80
208583,NA,NA,4730,NA,NA,NA,62,0,20,35,21,65,28,19,38,21
20859,NA,NA,1021,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
208595,NA,NA,5188,NA,NA,NA,103,60,10,58,52,51,92,72,62,50
20860,NA,NA,1260,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
208606,Rsrc2,RSRC2,2601,5.789104730653198,9.07404929869957,1.9510659310996739,1038,559,488,696,698,912,1130,721,953,910
20861,Stfa1,CSTA,418,0.4650321628859807,3.263914542350549,1.1396196608482538,0,0,0,0,0,0,0,94,1,10
208613,NA,NA,740,NA,NA,NA,0,0,0,0,0,11,0,0,2,0
208618,Etl4,KIAA1217,16658,3.100104537501384,3.703549656437414,0.4788432909015183,2502,2363,1982,2801,1710,4002,3748,3405,2384,3627
20862,Stfa2,CSTA,423,1.3289907738218423,10.43086737904454,3.678386430210182,0,0,0,0,0,0,0,304,0,5
208624,Alg3,ALG3,1441,5.163877268253576,8.930179463677362,2.1423096337957173,319,382,160,444,236,232,634,317,623,353
208628,Kntc1,KNTC1,7613,2.1089055603508475,4.7652684093638245,1.4344918095738748,632,425,161,1334,861,886,2282,674,1003,618
20863,Stfa3,CSTA,412,17.31604836168465,115.16086333088641,40.37202240882331,0,0,0,0,0,0,0,3269,0,566
208634,NA,NA,2064,NA,NA,NA,0,0,0,0,0,0,1,0,3,0
208638,Slc25a38,SLC25A38,4862,1.491665928708968,2.3195880094173607,0.3735523152003376,496,393,336,330,307,347,407,359,392,400
208643,Eif4g1,EIF4G1,5519,56.732906981359896,74.82994302522953,11.448684943176625,16275,14243,13422,15601,14083,17856,23470,18981,19994,14558
208647,Creb3l2,CREB3L2,3318,29.1787966593747,54.546010029407114,18.513079941429936,6720,4536,549,6076,3704,2970,8405,1116,8762,4672
208650,Cblb,CBLB,9598,3.0946790044724444,5.804027638776109,1.3605936197758495,2450,2199,1222,740,1338,1416,1937,1299,1365,1505
208659,Fam20a,FAM20A,3505,2.9879073454286633,8.486742977997078,2.458408714663715,591,1627,155,275,339,381,657,228,510,467
20866,Stim1,STIM1,6598,7.94916969310442,18.700618076449746,4.652314710669128,1582,1940,6302,2163,2573,5421,2717,4582,2122,1723
208665,NA,NA,7113,NA,NA,NA,0,0,0,0,0,1,0,10,0,22
208666,NA,NA,3545,NA,NA,NA,0,1,0,9,3,27,11,0,7,16
20867,Stip1,STIP1,2173,28.568494694155078,41.23499461718352,9.267347046711304,2736,2669,1467,3479,3578,2461,5150,3150,4338,4249
208677,NA,NA,2287,NA,NA,NA,54,33,0,0,12,10,10,8,7,17
20868,Stk10,STK10,5421,6.5711981330943825,9.868621164569868,3.0072255096982023,1875,1830,330,2360,1281,1530,3150,1212,2590,2088
20869,Stk11,STK11,4418,9.832421845927307,14.405267257162047,2.8187205537293556,2799,1620,2094,2039,2263,2699,3190,1772,2582,2585
208691,Eif5a2,EIF5A2,5026,2.368704756992759,3.596016614492023,1.1510219891997637,462,575,67,892,390,513,1095,511,875,748
20871,NA,NA,1476,NA,NA,NA,0,0,0,0,6,0,0,0,0,0
208715,Hmgcs1,HMGCS1,4215,14.934625499817482,32.192506220413286,8.252394161169834,860,2202,1967,3446,1573,2951,4739,9349,2960,3898
208718,Dis3l2,DIS3L2,6300,2.9178928181151584,4.684662153904184,1.0771790961105578,1298,683,424,976,738,970,1474,972,1093,1042
20872,Stk16,STK16,3021,8.886277744740624,12.04993598557498,2.319200580375215,1601,999,1022,1516,1308,1227,1960,1291,1608,1622
208727,Hdac4,HDAC4,22164,2.5461779050715165,3.8531455990214427,0.9583282068657227,3631,2194,1541,3055,2469,3070,5372,2703,3441,2569
20873,Plk4,PLK4,4029,3.773206389362997,6.167217544620179,1.8167964782526989,668,497,135,1099,686,712,1563,741,970,1044
20874,Slk,SLK,7210,10.652855080604244,14.215101434122829,3.0739882965249774,3917,3716,1650,3828,3499,4575,6447,5815,4698,3940
208748,Prrg3,PRRG3,6719,0.8830880259358377,1.6514267460332028,0.6324659256329367,488,58,266,150,280,176,669,151,526,206
208760,NA,NA,1088,NA,NA,NA,0,0,0,0,0,0,0,12,0,0
208768,Sde2,SDE2,3189,4.313862107119196,5.77758649570675,1.0854869775204181,441,749,405,670,601,604,996,1153,892,848
20877,Aurkb,AURKB,2177,6.774913649603653,13.137123777198186,4.615992864199577,646,270,30,1448,719,725,1799,683,892,751
208777,Sned1,SNED1,9147,6.530777782310803,20.040485930123495,6.1233058966777305,8062,2229,2458,728,4824,2953,5392,933,3282,1443
20878,Aurka,AURKA,2249,4.788776712985314,8.977219063691026,2.6821189851258453,387,353,127,889,580,521,1270,435,696,606
208795,Tmem63a,TMEM63A,5363,6.232080738952649,8.145892896168789,2.140252497955226,1580,2068,358,1768,1430,1541,2530,2687,2115,1732
208820,Triqk,TRIQK,1501,1.2656380711345092,2.270593408761466,0.690497107792538,19,143,35,141,114,172,142,100,165,95
208836,Fanci,FANCI,5325,2.4338261185636774,4.675194713077016,1.358845383831271,473,375,275,954,593,616,1566,409,946,695
208846,Daam1,DAAM1,7436,4.624663583695891,11.912178603403708,3.0911114311748134,956,1446,772,1112,1442,1485,2165,6103,1665,1933
208869,Dock3,DOCK3,9186,0.6820529773386358,1.8105356092243756,0.6205103637898098,305,20,7,858,82,320,670,155,435,245
20887,Sult1a1,NA,4264,2.2465595348448106,6.474425984039046,2.029110242582008,687,1510,445,75,235,262,205,153,458,488
20888,NA,NA,1513,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
208884,Zdhhc9,ZDHHC9,3412,6.063024478846714,12.497696574131451,3.0185920955031866,644,1163,393,809,699,538,1358,2938,1200,1011
208890,Slc26a7,SLC26A7,5414,11.305202531354825,33.1693915692806,11.12471001252739,3173,1857,9,4356,2909,1137,6042,250,8694,1157
208898,NA,NA,9987,NA,NA,NA,229,77,0,75,57,125,141,86,34,66
20890,NA,NA,1520,NA,NA,NA,0,0,0,0,0,0,0,3,0,0
208908,NA,NA,4622,NA,NA,NA,53,60,159,24,51,42,105,51,35,32
20892,Cenpx,NA,2121,4.090906675087524,6.054799372403749,0.9919342036138075,293,553,373,410,343,439,540,451,456,755
208922,Cpeb3,CPEB3,10650,0.9157619909414848,2.597660718941166,0.7193280841835986,499,279,1413,227,526,1240,585,548,390,247
20893,Bhlhe40,BHLHE40,3113,21.426533245584746,31.338501006194736,5.738102457003906,1796,5336,3404,3018,2352,3354,5238,3588,3005,4271
208936,NA,NA,9025,NA,NA,NA,8,0,0,0,64,35,11,119,7,23
208941,NA,NA,1850,NA,NA,NA,0,0,0,0,0,3,5,38,1,0
208943,Myo5c,MYO5C,7576,0.2222530624121521,1.4058817935561345,0.48236474403435453,7,15,544,0,23,46,29,105,12,9
208967,NA,NA,17265,NA,NA,NA,205,70,156,152,95,64,155,129,108,152
208968,Zfp280c,ZNF280C,6366,1.6354507366728326,2.4822602210309785,0.5755723310311152,401,369,318,694,612,833,994,508,684,614
