gene_name_ms,sample_id,rpkm,mouse_num,tumor_type,p_value,p_adj_bonferroni,p_adj_fdr
Itga1,x24385x04,68.41003575546462,37822,acral,3.184793639223611e-5,9.872860281593195e-4,6.880111997865641e-4
Itga10,x24385x04,0.9317165514687816,37822,acral,0.044618592516688316,1,0.08794190352054922
Itga11,x24385x04,0.11106460077335292,37822,acral,0.027733076761040615,0.859725379592259,0.0741992688306477
Itga2,x24385x04,10.813622507098431,37822,acral,0.023601045935873626,0.7316324240120824,0.0741992688306477
Itga2b,x24385x04,0.8242596171737852,37822,acral,0.03111582241285226,0.9645904947984201,0.0741992688306477
Itga3,x24385x04,1.7670365447532461,37822,acral,0.5511058931163526,1,0.5924258440516275
Itga4,x24385x04,5.275179802226487,37822,acral,0.0520000070222274,1,0.09482354221700291
Itga5,x24385x04,7.938882755279163,37822,acral,0.08875411633298577,1,0.13454782725793998
Itga6,x24385x04,11.672238378054379,37822,acral,0.09114530233602386,1,0.13454782725793998
Itga7,x24385x04,0.8617555407465947,37822,acral,0.0647297692395202,1,0.10561172875921716
Itga8,x24385x04,12.652007373468923,37822,acral,0.030203998749291423,0.9363239612280341,0.0741992688306477
Itga9,x24385x04,2.891246812721212,37822,acral,0.5542048218547483,1,0.5924258440516275
Itgad,x24385x04,0.1422410937641081,37822,acral,0.020828407777871937,0.64568064111403,0.0741992688306477
Itgae,x24385x04,1.2815933027598034,37822,acral,0.36772396923891304,1,0.4222015943113446
Itgal,x24385x04,1.2104402154394753,37822,acral,0.20718221752655147,1,0.267610364305129
Itgam,x24385x04,4.681401388534657,37822,acral,0.601828703603746,1,0.6218896603905375
Itgav,x24385x04,59.84404635130668,37822,acral,4.438781934106865e-5,0.0013760223995731282,6.880111997865641e-4
Itgax,x24385x04,0.5003497534839809,37822,acral,0.22857448127802016,1,0.283432356784745
Itgb1,x24385x04,135.7723035644936,37822,acral,7.670691398475437e-5,0.0023779143335273855,7.926381111757952e-4
Itgb1bp1,x24385x04,5.732562032671375,37822,acral,0.004546460104315552,0.14094026323378211,0.028188052646756424
Itgb1bp2,x24385x04,0.33121090040651024,37822,acral,0.025795247296450965,0.7996526661899799,0.0741992688306477
Itgb2,x24385x04,6.893689021185646,37822,acral,0.3343362577558925,1,0.398631691939718
Itgb2l,x24385x04,0,37822,acral,0.03836315151805552,1,0.08494697836140866
Itgb3,x24385x04,5.391268593789893,37822,acral,0.13508571063005417,1,0.19034804679689452
Itgb3bp,x24385x04,2.627890582666057,37822,acral,0.8038896000753253,1,0.8038896000753253
Itgb4,x24385x04,19.52527823097102,37822,acral,0.05902345016302516,1,0.10165149750298778
Itgb5,x24385x04,23.370706915176804,37822,acral,0.001644882770776332,0.05099136589406629,0.012747841473516573
Itgb6,x24385x04,0.16340189209668635,37822,acral,0.01647587527307416,0.510752133465299,0.07296459049504272
Itgb7,x24385x04,0.9012080966308351,37822,acral,0.04538936955899314,1,0.08794190352054922
Itgb8,x24385x04,4.1545542166640645,37822,acral,0.01338457006109488,0.41492167189394125,0.06915361198232355
Itgbl1,x24385x04,3.9777006121220113,37822,acral,0.20446399213874655,1,0.267610364305129
Itga1,x24385x05,73.69591281122923,37850,acral,3.184793639223611e-5,9.872860281593195e-4,6.880111997865641e-4
Itga10,x24385x05,0.8371475285669864,37850,acral,0.044618592516688316,1,0.08794190352054922
Itga11,x24385x05,1.1132996858411708,37850,acral,0.027733076761040615,0.859725379592259,0.0741992688306477
Itga2,x24385x05,13.482068777380343,37850,acral,0.023601045935873626,0.7316324240120824,0.0741992688306477
Itga2b,x24385x05,0.9464543059943786,37850,acral,0.03111582241285226,0.9645904947984201,0.0741992688306477
Itga3,x24385x05,8.963792069524192,37850,acral,0.5511058931163526,1,0.5924258440516275
Itga4,x24385x05,22.21567820893738,37850,acral,0.0520000070222274,1,0.09482354221700291
Itga5,x24385x05,23.87748732050942,37850,acral,0.08875411633298577,1,0.13454782725793998
Itga6,x24385x05,52.02476416758408,37850,acral,0.09114530233602386,1,0.13454782725793998
Itga7,x24385x05,3.2544273370922263,37850,acral,0.0647297692395202,1,0.10561172875921716
Itga8,x24385x05,54.43811400944805,37850,acral,0.030203998749291423,0.9363239612280341,0.0741992688306477
Itga9,x24385x05,4.30228770023223,37850,acral,0.5542048218547483,1,0.5924258440516275
Itgad,x24385x05,0.3145168056512475,37850,acral,0.020828407777871937,0.64568064111403,0.0741992688306477
Itgae,x24385x05,2.029539666224525,37850,acral,0.36772396923891304,1,0.4222015943113446
Itgal,x24385x05,1.0705873525499991,37850,acral,0.20718221752655147,1,0.267610364305129
Itgam,x24385x05,5.558245962755539,37850,acral,0.601828703603746,1,0.6218896603905375
Itgav,x24385x05,76.5011597379885,37850,acral,4.438781934106865e-5,0.0013760223995731282,6.880111997865641e-4
Itgax,x24385x05,1.3767908669156999,37850,acral,0.22857448127802016,1,0.283432356784745
Itgb1,x24385x05,237.3616436671657,37850,acral,7.670691398475437e-5,0.0023779143335273855,7.926381111757952e-4
Itgb1bp1,x24385x05,6.420590793201537,37850,acral,0.004546460104315552,0.14094026323378211,0.028188052646756424
Itgb1bp2,x24385x05,0.5538229196962611,37850,acral,0.025795247296450965,0.7996526661899799,0.0741992688306477
Itgb2,x24385x05,4.552576121469062,37850,acral,0.3343362577558925,1,0.398631691939718
Itgb2l,x24385x05,0,37850,acral,0.03836315151805552,1,0.08494697836140866
Itgb3,x24385x05,7.331411366326099,37850,acral,0.13508571063005417,1,0.19034804679689452
Itgb3bp,x24385x05,3.974833665371401,37850,acral,0.8038896000753253,1,0.8038896000753253
Itgb4,x24385x05,21.267168936881813,37850,acral,0.05902345016302516,1,0.10165149750298778
Itgb5,x24385x05,29.384126296413392,37850,acral,0.001644882770776332,0.05099136589406629,0.012747841473516573
Itgb6,x24385x05,0.5299162968786297,37850,acral,0.01647587527307416,0.510752133465299,0.07296459049504272
Itgb7,x24385x05,1.1859987198010677,37850,acral,0.04538936955899314,1,0.08794190352054922
Itgb8,x24385x05,3.313111482711543,37850,acral,0.01338457006109488,0.41492167189394125,0.06915361198232355
Itgbl1,x24385x05,12.710180131167107,37850,acral,0.20446399213874655,1,0.267610364305129
